Gene Description	Gene Accession Number	1	call	2	call	3	call	4	call	5	call	6	call	7	call	8	call	9	call	10	call	11	call	12	call	13	call	14	call	15	call	16	call	17	call	18	call	19	call	20	call	21	call	22	call	23	call	24	call	25	call	26	call	27	call	34	call	35	call	36	call	37	call	38	call	28	call	29	call	30	call	31	call	32	call	33	call
AFFX-PheX-M_at (endogenous control)	AFFX-PheX-M_at	-204	A	-65	A	-161	A	-208	A	-102	A	-40	A	-132	A	-212	A	-155	A	-70	A	-134	A	-116	A	-76	A	-77	A	-46	A	-114	A	-144	A	-46	A	-99	A	-101	A	-79	A	-75	A	-56	A	-152	A	-106	A	-140	A	-215	A	-243	A	-177	A	-190	A	-206	A	-114	A	-207	A	-190	A	-109	A	-171	A	-232	A	-134	A
AFFX-PheX-3_at (endogenous control)	AFFX-PheX-3_at	29	A	97	A	36	A	22	A	32	A	40	A	-57	A	-233	A	-101	A	-2	A	22	A	-45	A	22	A	-93	A	43	A	13	A	-29	A	-55	A	-18	A	61	A	8	A	149	A	-93	A	-59	A	63	A	-7	A	7	A	-102	A	0	A	-32	A	-5	A	-16	A	-42	A	-18	A	31	A	66	A	-7	A	-7	A
AFFX-ThrX-5_at (endogenous control)	AFFX-ThrX-5_at	-61	A	15	A	-23	A	-10	A	5	A	46	A	-52	A	29	A	143	A	2	A	5	A	38	A	38	A	-13	A	-102	A	-63	A	22	A	1	A	-57	A	-5	A	31	A	-26	A	-49	A	-45	A	-10	A	-42	A	-37	A	-45	A	-79	A	9	A	-68	A	26	A	-59	A	-49	A	-23	A	-56	A	-144	A	-97	A
AFFX-ThrX-M_at (endogenous control)	AFFX-ThrX-M_at	-105	A	-49	A	-80	A	-74	A	-18	A	-78	A	-73	A	-28	A	-4	A	-9	A	-14	A	-79	A	-83	A	-31	A	10	A	-26	A	-91	A	19	A	-76	A	62	A	-24	A	-17	A	-75	A	-50	A	-83	A	-28	A	-61	A	-29	A	-125	A	-35	A	-60	A	-59	A	-39	A	-66	A	-21	A	-68	A	-56	A	-118	A
AFFX-ThrX-3_at (endogenous control)	AFFX-ThrX-3_at	-366	A	-330	A	-481	A	-240	A	-228	A	-273	A	-327	A	-599	A	-283	A	-264	A	-269	A	-165	A	-170	A	-237	A	-187	A	-339	A	-574	A	-267	A	-154	A	-192	A	-154	A	-145	A	-176	A	-146	A	-255	A	-247	A	-458	A	-419	A	-281	A	-370	A	-278	A	-383	A	-183	A	-117	A	-246	A	-217	A	-217	A	-340	A
AFFX-TrpnX-5_at (endogenous control)	AFFX-TrpnX-5_at	-41	A	-41	A	-65	A	-33	A	53	A	-7	A	-28	A	73	A	47	A	71	A	42	A	15	A	17	A	53	A	2	A	39	A	76	A	-10	A	20	A	8	A	-36	A	-28	A	-26	A	32	A	-6	A	-123	A	-93	A	-12	A	122	A	-11	A	38	A	141	A	77	A	-38	A	-31	A	-48	A	17	A	7	A
AFFX-TrpnX-M_at (endogenous control)	AFFX-TrpnX-M_at	-346	A	-772	A	-620	A	-560	A	-348	A	-618	A	-613	A	-604	A	-383	A	-500	A	-509	A	-432	A	-505	A	-383	A	-395	A	-645	A	-732	A	-414	A	-736	A	-992	A	-328	A	-461	A	-341	A	-457	A	-607	A	-586	A	-580	A	-686	A	-622	A	-517	A	-463	A	-588	A	-495	A	-262	A	-589	A	-775	A	-657	A	-806	A
AFFX-TrpnX-3_at (endogenous control)	AFFX-TrpnX-3_at	-297	A	-259	A	-269	A	-261	A	-169	A	-355	A	-317	A	-226	A	-196	A	-283	A	-233	A	-231	A	-251	A	-163	A	-192	A	-356	A	-283	A	-133	A	-391	A	-296	A	-158	A	-173	A	-212	A	-272	A	-220	A	-278	A	-215	A	-310	A	-307	A	-194	A	-228	A	-188	A	-124	A	-106	A	-353	A	-235	A	-332	A	-261	A
AFFX-HUMISGF3A/M97935_5_at (endogenous control)	AFFX-HUMISGF3A/M97935_5_at	-109	A	-192	A	-136	A	-366	A	-156	A	-344	A	-220	A	-229	A	-106	A	-230	A	-275	A	-321	A	-306	A	-317	A	-43	A	-304	A	-283	A	-130	A	-423	A	-273	A	-222	A	-227	A	-153	A	-199	A	-300	A	-280	A	-253	A	-293	A	-221	A	-161	A	10	A	-74	A	-111	A	-133	A	-314	A	-266	A	-277	A	374	A
AFFX-HUMISGF3A/M97935_MA_at (endogenous control)	AFFX-HUMISGF3A/M97935_MA_at	-13	A	-219	A	104	A	-148	A	-55	A	-327	A	-179	A	-163	A	-100	A	-109	A	-276	A	-224	A	-250	A	91	A	594	A	-221	A	-226	A	-23	A	-344	A	-97	A	-92	A	-95	A	-60	A	-168	A	-113	A	-113	A	-179	A	-66	A	-79	A	216	A	1287	P	207	A	51	A	-95	A	-435	A	-125	A	-36	A	2003	P
AFFX-HUMISGF3A/M97935_MB_at (endogenous control)	AFFX-HUMISGF3A/M97935_MB_at	215	A	116	A	476	P	155	A	122	M	176	P	58	A	257	A	166	P	155	P	46	A	-17	A	202	P	185	P	776	P	114	A	265	P	78	M	126	P	448	P	73	A	-104	A	30	A	147	A	191	P	35	A	-62	A	182	A	45	A	227	P	810	P	260	P	132	A	-22	A	135	A	85	A	123	A	1735	P
AFFX-HUMISGF3A/M97935_3_at (endogenous control)	AFFX-HUMISGF3A/M97935_3_at	797	P	433	P	1474	P	415	P	483	P	412	P	383	P	580	P	752	P	606	P	266	P	152	P	778	P	1490	P	1680	P	629	P	809	P	524	P	370	P	2822	P	404	P	153	P	594	P	659	P	753	P	495	P	503	P	378	P	372	P	722	P	1378	P	720	P	647	P	202	P	423	P	295	P	532	P	3995	P
AFFX-HUMRGE/M10098_5_at (endogenous control)	AFFX-HUMRGE/M10098_5_at	14538	P	615	P	5669	P	4850	P	1284	P	4148	P	21573	P	3934	P	13005	P	-163	A	791	P	8299	P	-71	A	912	P	6800	P	-8	A	-96	A	832	P	-56	A	70	A	-103	A	16487	P	17655	P	-142	A	4958	P	29	A	7953	P	504	A	2171	P	580	P	2183	P	819	P	1065	P	442	P	45	A	9042	P	5199	P	1255	A
AFFX-HUMRGE/M10098_M_at (endogenous control)	AFFX-HUMRGE/M10098_M_at	9738	P	115	A	3272	P	2293	P	2731	P	2743	P	11031	P	1548	P	7272	P	-213	A	122	A	4204	P	-209	A	583	P	6946	P	-251	A	-397	A	933	P	-284	A	-233	A	-282	A	13380	P	17011	P	-346	A	2666	P	-148	A	4004	P	92	A	1752	P	130	A	1563	P	513	P	498	P	-54	A	-450	A	3852	P	1869	P	-94	A
AFFX-HUMRGE/M10098_3_at (endogenous control)	AFFX-HUMRGE/M10098_3_at	8529	P	1518	P	3668	P	2569	P	316	A	2404	P	26002	P	1299	P	13939	P	-241	A	1553	P	5351	P	-316	A	1916	P	2740	P	-186	A	-382	A	273	P	-414	A	-364	A	-259	A	10071	P	5885	P	-386	A	4297	P	-337	A	2584	P	114	M	904	P	-38	P	870	P	1938	P	2039	P	-14	A	-186	A	2857	P	1365	P	300	P
AFFX-HUMGAPDH/M33197_5_at (endogenous control)	AFFX-HUMGAPDH/M33197_5_at	15076	P	19448	P	27410	P	14920	P	14653	P	25771	P	11605	P	8184	P	19932	P	27919	P	25452	P	19281	P	11065	P	16323	P	17426	P	10815	P	16575	P	19482	P	12502	P	12701	P	188	M	13831	P	16743	P	11329	P	19430	P	6480	P	9805	P	17664	P	10695	P	26516	P	25634	P	21592	P	19351	P	14706	P	24678	P	20574	P	15496	P	23659	P
AFFX-HUMGAPDH/M33197_M_at (endogenous control)	AFFX-HUMGAPDH/M33197_M_at	11126	P	13568	P	16756	P	11439	P	15030	P	24420	P	12125	P	4175	P	15546	P	18782	P	17041	P	20863	P	10630	P	11676	P	14110	P	13017	P	13007	P	16429	P	14131	P	10592	P	-74	A	11270	P	19434	P	10299	P	15970	P	8380	P	7327	P	13861	P	7103	P	17621	P	15041	P	15033	P	12453	P	17479	P	14230	P	15646	P	12086	P	13617	P
AFFX-HUMGAPDH/M33197_3_at (endogenous control)	AFFX-HUMGAPDH/M33197_3_at	17782	P	18112	P	23006	P	17633	P	17384	P	30481	P	20356	P	10642	P	18316	P	23485	P	21746	P	25785	P	11898	P	18540	P	16658	P	17585	P	15992	P	20255	P	18930	P	15580	P	5325	P	17807	P	25224	P	16402	P	20346	P	16130	P	15100	P	19462	P	16358	P	23892	P	20251	P	21518	P	17844	P	19262	P	18329	P	20905	P	15191	P	19115	P
AFFX-HSAC07/X00351_5_at (endogenous control)	AFFX-HSAC07/X00351_5_at	16287	P	17926	P	22626	P	15770	P	16386	P	32046	P	13576	P	16303	P	18288	P	20332	P	16870	P	11664	P	14587	P	17503	P	16292	P	14149	P	14998	P	18221	P	9670	P	10471	P	570	A	8588	P	17779	P	11295	P	8496	P	7579	P	12077	P	12695	P	9628	P	21865	P	16711	P	14663	P	15706	P	8446	P	16788	P	23829	P	19338	P	18075	P
AFFX-HSAC07/X00351_M_at (endogenous control)	AFFX-HSAC07/X00351_M_at	18727	P	20668	P	24672	P	18773	P	19091	P	38467	P	14956	P	18006	P	18507	P	25078	P	20196	P	17705	P	18957	P	20079	P	20258	P	19710	P	19137	P	23994	P	13457	P	16259	P	-173	A	11071	P	22878	P	19613	P	12980	P	14928	P	19471	P	15550	P	13001	P	25106	P	18866	P	15226	P	18644	P	12482	P	20311	P	27914	P	23054	P	19527	P
AFFX-HSAC07/X00351_3_at (endogenous control)	AFFX-HSAC07/X00351_3_at	15774	P	16959	P	18285	P	14245	P	18323	P	25364	P	18106	P	16885	P	15693	P	19625	P	16241	P	17558	P	17520	P	15493	P	15027	P	17843	P	16608	P	21275	P	13835	P	15428	P	17866	P	10551	P	17883	P	17002	P	15190	P	19025	P	20134	P	15535	P	18960	P	18111	P	14434	P	14254	P	14595	P	9529	P	16207	P	19257	P	16767	P	14859	P
AFFX-HUMTFRR/M11507_5_at (endogenous control)	AFFX-HUMTFRR/M11507_5_at	264	P	513	P	609	P	183	P	291	P	245	P	171	P	487	P	371	P	43	A	264	P	237	P	184	A	159	P	173	A	134	A	490	P	304	P	163	P	294	P	71	A	285	P	340	M	249	A	326	P	172	P	151	A	342	P	432	P	269	P	807	P	1607	P	701	P	559	P	409	P	340	P	398	P	751	P
AFFX-HUMTFRR/M11507_M_at (endogenous control)	AFFX-HUMTFRR/M11507_M_at	70	A	153	P	66	A	-54	A	78	P	-40	A	-25	A	-19	A	-41	A	-14	A	-4	A	14	A	-52	A	7	A	21	A	-58	A	166	P	78	A	20	A	147	P	52	A	-2	A	45	P	-21	A	220	P	-8	A	-161	A	6	A	257	P	86	A	723	P	1127	P	427	A	375	A	76	A	47	A	22	A	494	P
AFFX-HUMTFRR/M11507_3_at (endogenous control)	AFFX-HUMTFRR/M11507_3_at	298	P	285	P	187	A	260	P	287	P	222	P	141	A	115	M	323	P	320	P	209	A	195	P	165	P	416	P	283	P	153	A	285	P	476	P	154	A	264	A	184	A	164	A	203	A	-78	A	610	P	158	A	201	A	367	P	331	P	292	P	1712	P	3031	P	723	P	812	P	435	P	341	P	322	P	1474	P
AFFX-M27830_5_at (endogenous control)	AFFX-M27830_5_at	6750	P	2215	P	3325	P	3058	P	1130	P	3906	P	7761	P	4277	P	6114	P	-9	A	1531	P	4239	P	55	A	628	P	2773	P	124	M	12	A	2682	P	145	A	318	P	19	A	7518	P	7453	P	245	A	9085	P	322	P	4681	P	561	P	1733	P	718	P	1635	P	3946	P	1710	P	269	P	209	P	3879	P	2113	P	870	P
AFFX-M27830_M_at (endogenous control)	AFFX-M27830_M_at	6559	A	3824	A	3349	A	2442	A	1056	A	4530	P	2532	A	4542	A	3916	A	532	A	3538	A	6599	A	892	A	1774	A	3588	A	1106	A	902	A	6134	A	986	A	912	A	1263	A	8237	A	10411	A	1070	A	9692	A	2367	A	3692	A	2244	A	3481	A	2371	A	4269	A	6727	P	2644	A	975	A	1969	A	5114	A	3076	A	1616	A
AFFX-M27830_3_at (endogenous control)	AFFX-M27830_3_at	1164	A	655	A	927	A	527	A	448	A	277	A	735	A	1067	A	738	A	774	A	773	A	360	A	358	A	872	A	363	A	978	A	1380	A	735	A	808	A	832	A	740	A	632	A	370	A	871	A	1192	A	800	A	522	A	1127	A	1046	A	1007	A	1003	A	475	A	1174	A	277	A	405	A	429	A	941	A	1716	A
AFFX-HSAC07/X00351_3_st (endogenous control)	AFFX-HSAC07/X00351_3_st	2982	P	3187	P	3097	P	1731	P	728	P	1644	P	4024	P	1077	P	7941	P	686	P	1651	P	1543	P	910	P	3948	P	2029	P	1558	P	2745	P	3497	P	1222	P	1865	P	607	P	1171	P	1812	P	155	A	1573	P	794	P	4329	P	1521	P	1637	P	1528	P	1282	P	1018	P	1138	P	310	P	1474	P	1633	P	1566	P	1693	P
AFFX-HUMGAPDH/M33197_5_st (endogenous control)	AFFX-HUMGAPDH/M33197_5_st	240	A	86	A	252	A	-171	A	28	A	71	A	-132	A	-134	A	235	A	-41	A	204	A	149	A	-184	A	67	A	97	A	28	A	-327	A	167	A	90	A	-120	A	-69	A	142	A	108	A	75	A	275	A	-55	A	-197	A	209	A	-55	A	160	A	385	A	469	A	319	A	-54	A	273	A	154	A	48	A	510	A
AFFX-HUMGAPDH/M33197_M_st (endogenous control)	AFFX-HUMGAPDH/M33197_M_st	132	A	301	P	524	P	-76	A	89	A	302	P	171	A	92	A	655	P	96	A	426	P	179	A	57	A	382	P	170	P	237	A	71	A	385	P	-23	A	247	A	152	A	385	P	203	P	104	A	412	P	25	A	-162	A	271	A	343	P	479	P	555	P	477	P	389	P	-31	A	394	A	153	P	224	A	907	P
AFFX-HUMGAPDH/M33197_3_st (endogenous control)	AFFX-HUMGAPDH/M33197_3_st	546	P	530	P	911	P	327	P	120	M	572	P	465	P	310	P	741	P	200	A	446	P	671	P	136	A	393	P	437	P	204	P	195	A	422	P	241	P	327	P	104	A	430	P	286	P	-3	A	879	P	194	A	303	P	596	P	351	A	487	P	417	P	735	P	461	P	38	A	268	M	307	P	307	P	437	P
AFFX-HSAC07/X00351_5_st (endogenous control)	AFFX-HSAC07/X00351_5_st	-1	A	185	A	140	A	-91	A	-220	A	382	A	-196	A	-106	A	131	A	-173	A	-115	A	117	A	-179	A	17	A	-2	A	-216	A	-608	A	-133	A	-114	A	-437	A	-204	A	-88	A	41	A	-149	A	-9	A	-146	A	-3	A	-141	A	69	A	253	A	-2	A	-104	A	35	A	-266	A	181	A	244	A	96	A	27	A
AFFX-HSAC07/X00351_M_st (endogenous control)	AFFX-HSAC07/X00351_M_st	336	A	418	P	761	P	511	P	65	A	705	P	448	A	1073	P	584	P	184	A	249	P	291	A	162	A	586	P	237	P	163	A	407	A	437	P	155	A	57	A	37	A	453	P	364	P	514	A	251	P	244	M	646	A	332	M	639	A	684	P	614	P	827	P	389	P	157	A	511	P	591	P	441	P	1013	P
GB DEF = GABAa receptor alpha-3 subunit	A28102_at	151	A	263	P	88	A	484	A	118	P	270	A	458	P	872	P	62	A	194	P	143	A	359	P	66	A	216	P	20	A	250	A	107	M	85	A	412	P	639	P	46	A	126	A	305	A	217	A	420	P	125	P	485	A	324	P	473	P	50	A	249	A	357	A	190	M	318	A	382	M	486	P	388	A	260	A
Osteomodulin	AB000114_at	72	A	21	A	-27	A	61	A	16	A	85	A	-10	A	25	A	-38	A	65	A	-111	A	12	A	39	A	68	A	42	A	18	A	97	A	49	A	41	A	83	A	28	A	26	A	174	P	-34	A	154	A	45	A	87	A	36	A	0	A	-35	A	36	A	-17	A	39	A	1	A	1	A	-23	A	56	A	-27	A
mRNA	AB000115_at	281	A	250	P	358	P	118	A	197	M	71	A	168	A	296	P	198	P	113	P	164	P	185	P	111	P	165	A	174	P	148	A	183	P	197	P	225	P	2194	P	191	P	99	A	197	P	290	P	1559	P	110	A	178	P	205	A	341	P	74	A	328	P	74	A	214	P	103	A	239	P	221	A	405	P	1306	P
Semaphorin E	AB000220_at	36	A	43	A	42	A	39	A	39	A	32	A	10	A	59	P	27	A	39	A	19	A	35	A	41	A	51	A	-24	A	50	A	13	A	13	A	59	M	40	A	-2	A	24	A	3	A	41	A	32	A	21	A	162	P	11	A	-7	A	39	A	12	A	51	A	71	A	-61	A	72	A	39	A	192	P	32	A
MNK1	AB000409_at	-299	A	-103	A	142	P	-11	A	237	P	-112	A	87	A	-520	M	148	P	-25	A	-125	A	130	P	-16	P	-48	P	146	P	46	A	125	P	30	A	73	P	11	P	79	A	-190	A	-113	A	343	P	70	P	76	P	-57	A	180	P	-163	A	436	P	-143	A	88	P	-52	A	39	A	377	P	-14	M	-31	A	-349	A
